game_id,sort_order,time,event_team,opponent,home_team
0,65,72,Aston Villa,Bournemouth,False
1,11,13,Watford,Everton,False
1,63,75,Everton,Watford,True
1,72,83,Watford,Everton,False
1,76,86,Everton,Watford,True
2,40,22,Chelsea,Swansea,True
2,45,25,Chelsea,Swansea,True
2,52,28,Swansea,Chelsea,False
2,54,30,Chelsea,Swansea,True
2,55,30,Swansea,Chelsea,False
2,59,33,Chelsea,Swansea,True
2,114,54,Swansea,Chelsea,False
2,121,58,Swansea,Chelsea,False
3,15,10,Leicester City,Sunderland,True
3,21,18,Leicester City,Sunderland,True
3,25,24,Leicester City,Sunderland,True
3,67,60,Sunderland,Leicester City,False
3,72,65,Leicester City,Sunderland,True
3,76,70,Sunderland,Leicester City,False
4,46,42,Crystal Palace,Norwich City,False
4,56,51,Crystal Palace,Norwich City,False
4,83,71,Norwich City,Crystal Palace,True
4,103,90,Crystal Palace,Norwich City,False
5,15,22,Manchester Utd,Tottenham,True
6,26,24,Southampton,Newcastle,False
6,39,42,Newcastle,Southampton,True
6,48,47,Newcastle,Southampton,True
6,78,78,Southampton,Newcastle,False
7,83,85,Liverpool,Stoke City,False
8,47,43,West Ham,Arsenal,False
8,55,56,West Ham,Arsenal,False
9,5,8,Manchester City,West Brom,False
9,12,24,Manchester City,West Brom,False
9,52,59,Manchester City,West Brom,False
10,18,28,Manchester Utd,Aston Villa,False
11,23,26,Leicester City,West Ham,False
11,32,37,Leicester City,West Ham,False
11,49,55,West Ham,Leicester City,True
12,25,18,Tottenham,Stoke City,True
12,51,46,Tottenham,Stoke City,True
12,88,78,Stoke City,Tottenham,False
12,93,82,Stoke City,Tottenham,False
13,22,21,Everton,Southampton,False
13,43,44,Everton,Southampton,False
13,92,83,Everton,Southampton,False
14,8,9,Swansea,Newcastle,True
14,47,52,Swansea,Newcastle,True
15,28,26,Norwich City,Sunderland,False
15,35,37,Norwich City,Sunderland,False
15,50,57,Norwich City,Sunderland,False
15,71,88,Sunderland,Norwich City,True
16,21,20,Arsenal,Crystal Palace,False
16,30,30,Crystal Palace,Arsenal,True
16,64,56,Arsenal,Crystal Palace,False
17,37,31,Manchester City,Chelsea,True
17,91,79,Manchester City,Chelsea,True
17,99,84,Manchester City,Chelsea,True
18,23,26,Liverpool,Bournemouth,True
19,69,80,Tottenham,Leicester City,False
19,70,82,Leicester City,Tottenham,True
20,6,10,Stoke City,Norwich City,False
20,18,28,Norwich City,Stoke City,True
21,44,47,Swansea,Sunderland,False
21,56,62,Sunderland,Swansea,True
22,74,71,Crystal Palace,Aston Villa,True
22,80,76,Aston Villa,Crystal Palace,False
22,94,87,Crystal Palace,Aston Villa,True
23,10,11,Bournemouth,West Ham,False
23,18,28,Bournemouth,West Ham,False
23,34,47,West Ham,Bournemouth,True
23,42,52,West Ham,Bournemouth,True
23,52,65,Bournemouth,West Ham,False
23,63,79,Bournemouth,West Ham,False
23,64,82,West Ham,Bournemouth,True
24,14,20,Chelsea,West Brom,False
24,23,29,Chelsea,West Brom,False
24,25,35,West Brom,Chelsea,True
24,32,42,Chelsea,West Brom,False
24,54,59,West Brom,Chelsea,True
25,42,59,Manchester City,Everton,False
25,75,88,Manchester City,Everton,False
26,1,2,West Ham,Liverpool,False
26,23,28,West Ham,Liverpool,False
26,101,91,West Ham,Liverpool,False
27,39,48,West Brom,Stoke City,False
28,4,10,Sunderland,Aston Villa,False
28,8,14,Aston Villa,Sunderland,True
28,28,42,Aston Villa,Sunderland,True
28,46,54,Sunderland,Aston Villa,False
29,70,65,Crystal Palace,Chelsea,False
29,87,79,Chelsea,Crystal Palace,True
29,88,81,Crystal Palace,Chelsea,False
30,56,51,Arsenal,Newcastle,False
31,20,23,Bournemouth,Leicester City,True
31,68,86,Leicester City,Bournemouth,False
32,47,46,Manchester City,Watford,True
32,57,55,Manchester City,Watford,True
33,40,48,Manchester Utd,Swansea,False
33,50,60,Swansea,Manchester Utd,True
33,55,65,Swansea,Manchester Utd,True
34,40,46,Southampton,Norwich City,True
34,57,64,Southampton,Norwich City,True
34,61,67,Southampton,Norwich City,True
35,8,16,Everton,Chelsea,True
35,14,21,Everton,Chelsea,True
35,30,35,Chelsea,Everton,False
35,88,82,Everton,Chelsea,True
36,50,58,Watford,Swansea,True
37,27,35,Norwich City,Bournemouth,True
37,40,51,Norwich City,Bournemouth,True
37,55,66,Norwich City,Bournemouth,True
37,67,80,Bournemouth,Norwich City,False
38,98,90,Manchester City,Crystal Palace,False
39,35,48,Manchester Utd,Liverpool,True
39,50,70,Manchester Utd,Liverpool,True
39,66,84,Liverpool,Manchester Utd,False
39,67,86,Manchester Utd,Liverpool,True
40,33,30,Arsenal,Stoke City,True
40,95,84,Arsenal,Stoke City,True
41,31,39,Aston Villa,Leicester City,False
41,52,63,Aston Villa,Leicester City,False
41,62,71,Leicester City,Aston Villa,True
41,79,81,Leicester City,Aston Villa,True
41,88,89,Leicester City,Aston Villa,True
42,86,81,Tottenham,Sunderland,False
43,4,14,West Ham,Newcastle,True
43,37,51,West Ham,Newcastle,True
44,3,4,Bournemouth,Sunderland,True
44,10,8,Bournemouth,Sunderland,True
45,31,42,West Brom,Aston Villa,False
46,5,12,Stoke City,Leicester City,True
46,7,20,Stoke City,Leicester City,True
46,37,51,Leicester City,Stoke City,False
46,58,68,Leicester City,Stoke City,False
47,3,5,West Ham,Manchester City,False
47,17,31,West Ham,Manchester City,False
47,34,46,Manchester City,West Ham,True
48,54,52,Chelsea,Arsenal,True
48,91,90,Chelsea,Arsenal,True
49,12,9,Watford,Newcastle,False
49,23,28,Watford,Newcastle,False
49,54,62,Newcastle,Watford,True
50,73,67,Tottenham,Crystal Palace,True
51,12,12,Southampton,Manchester Utd,True
51,27,34,Manchester Utd,Southampton,False
51,40,50,Manchester Utd,Southampton,False
51,57,68,Manchester Utd,Southampton,False
51,73,85,Southampton,Manchester Utd,True
52,36,48,Liverpool,Norwich City,True
52,49,61,Norwich City,Liverpool,False
53,45,42,Newcastle,Chelsea,True
53,58,59,Newcastle,Chelsea,True
53,84,78,Chelsea,Newcastle,False
53,90,86,Chelsea,Newcastle,False
54,11,12,Leicester City,Arsenal,True
54,17,18,Arsenal,Leicester City,False
54,24,33,Arsenal,Leicester City,False
54,55,57,Arsenal,Leicester City,False
54,82,80,Arsenal,Leicester City,False
54,92,88,Leicester City,Arsenal,True
54,97,93,Arsenal,Leicester City,False
55,24,24,Manchester City,Tottenham,False
55,44,44,Tottenham,Manchester City,True
55,50,50,Tottenham,Manchester City,True
55,70,60,Tottenham,Manchester City,True
55,92,78,Tottenham,Manchester City,True
56,24,32,Stoke City,Bournemouth,True
56,65,76,Bournemouth,Stoke City,False
56,74,83,Stoke City,Bournemouth,True
57,14,10,Southampton,Swansea,True
57,63,53,Southampton,Swansea,True
57,73,60,Southampton,Swansea,True
57,109,83,Swansea,Southampton,False
58,35,46,Manchester Utd,Sunderland,True
58,43,48,Manchester Utd,Sunderland,True
58,83,89,Manchester Utd,Sunderland,True
59,1,1,Liverpool,Aston Villa,True
59,54,58,Liverpool,Aston Villa,True
59,59,65,Aston Villa,Liverpool,False
59,60,66,Liverpool,Aston Villa,True
59,64,70,Aston Villa,Liverpool,False
60,12,8,Norwich City,West Ham,False
60,28,33,West Ham,Norwich City,True
60,83,83,Norwich City,West Ham,False
60,98,92,West Ham,Norwich City,True
61,91,71,Crystal Palace,Watford,False
62,24,40,West Brom,Everton,True
62,37,54,West Brom,Everton,True
62,38,55,Everton,West Brom,False
62,59,75,Everton,West Brom,False
62,65,83,Everton,West Brom,False
63,18,27,Leicester City,Norwich City,False
63,29,46,Leicester City,Norwich City,False
63,48,67,Norwich City,Leicester City,True
64,16,28,Bournemouth,Watford,True
64,30,45,Watford,Bournemouth,False
65,49,54,Stoke City,Aston Villa,False
66,14,10,Chelsea,Southampton,True
66,42,43,Southampton,Chelsea,False
66,65,60,Southampton,Chelsea,False
66,79,72,Southampton,Chelsea,False
67,77,67,Crystal Palace,West Brom,True
67,100,88,Crystal Palace,West Brom,True
68,14,17,Newcastle,Manchester City,False
68,41,41,Manchester City,Newcastle,True
68,56,49,Manchester City,Newcastle,True
68,57,50,Manchester City,Newcastle,True
68,61,53,Manchester City,Newcastle,True
68,65,59,Manchester City,Newcastle,True
68,66,62,Manchester City,Newcastle,True
69,9,10,Sunderland,West Ham,True
69,14,22,Sunderland,West Ham,True
69,40,46,West Ham,Sunderland,False
69,61,60,West Ham,Sunderland,False
70,10,15,Swansea,Tottenham,True
70,26,27,Tottenham,Swansea,False
70,30,31,Swansea,Tottenham,True
70,71,64,Tottenham,Swansea,False
71,6,5,Arsenal,Manchester Utd,True
71,7,6,Arsenal,Manchester Utd,True
71,11,19,Arsenal,Manchester Utd,True
72,43,41,Liverpool,Everton,False
72,49,46,Everton,Liverpool,True
73,50,53,West Brom,Sunderland,True
74,16,20,Southampton,Leicester City,True
74,37,36,Southampton,Leicester City,True
74,76,66,Leicester City,Southampton,False
74,105,91,Leicester City,Southampton,False
75,39,33,Chelsea,Aston Villa,True
75,64,53,Chelsea,Aston Villa,True
76,20,22,West Ham,Crystal Palace,False
76,21,25,Crystal Palace,West Ham,True
76,86,87,West Ham,Crystal Palace,False
76,93,94,West Ham,Crystal Palace,False
77,13,18,Manchester Utd,Everton,False
77,14,22,Manchester Utd,Everton,False
77,58,61,Manchester Utd,Everton,False
78,1,7,Manchester City,Bournemouth,True
78,4,10,Manchester City,Bournemouth,True
78,12,21,Bournemouth,Manchester City,False
78,22,28,Manchester City,Bournemouth,True
78,37,47,Manchester City,Bournemouth,True
78,70,89,Manchester City,Bournemouth,True
79,60,62,Arsenal,Watford,False
79,66,67,Arsenal,Watford,False
79,70,73,Arsenal,Watford,False
80,10,17,Newcastle,Norwich City,True
80,13,23,Norwich City,Newcastle,False
80,16,27,Newcastle,Norwich City,True
80,22,34,Newcastle,Norwich City,True
80,23,35,Norwich City,Newcastle,False
80,51,65,Newcastle,Norwich City,True
80,52,66,Newcastle,Norwich City,True
80,79,87,Newcastle,Norwich City,True
81,1,3,Stoke City,Swansea,False
82,17,17,West Ham,Chelsea,True
82,61,55,Chelsea,West Ham,False
82,79,78,West Ham,Chelsea,True
83,35,63,Leicester City,Crystal Palace,True
84,43,42,Watford,Stoke City,False
84,77,69,Watford,Stoke City,False
85,41,46,West Brom,Norwich City,False
86,28,36,Arsenal,Everton,True
86,31,37,Arsenal,Everton,True
86,35,43,Everton,Arsenal,False
87,45,62,Aston Villa,Swansea,True
87,51,67,Swansea,Aston Villa,False
87,73,86,Swansea,Aston Villa,False
88,67,77,Liverpool,Southampton,True
88,83,85,Southampton,Liverpool,False
89,48,47,Sunderland,Newcastle,True
89,64,64,Sunderland,Newcastle,True
89,85,86,Sunderland,Newcastle,True
90,1,1,Bournemouth,Tottenham,True
90,7,8,Tottenham,Bournemouth,False
90,15,17,Tottenham,Bournemouth,False
90,24,29,Tottenham,Bournemouth,False
90,57,56,Tottenham,Bournemouth,False
90,64,63,Tottenham,Bournemouth,False
91,34,48,Arsenal,Swansea,False
91,58,68,Arsenal,Swansea,False
91,64,73,Arsenal,Swansea,False
92,51,68,Manchester City,Norwich City,True
92,69,87,Norwich City,Manchester City,False
92,88,90,Manchester City,Norwich City,True
93,18,29,West Brom,Leicester City,True
93,38,56,Leicester City,West Brom,False
93,42,64,Leicester City,West Brom,False
93,58,76,Leicester City,West Brom,False
93,62,84,West Brom,Leicester City,True
94,4,3,Chelsea,Liverpool,True
94,42,47,Liverpool,Chelsea,False
94,82,74,Liverpool,Chelsea,False
94,94,82,Liverpool,Chelsea,False
95,30,38,Watford,West Ham,True
95,44,47,Watford,West Ham,True
96,21,18,Everton,Sunderland,True
96,30,30,Everton,Sunderland,True
96,42,48,Sunderland,Everton,False
96,43,50,Sunderland,Everton,False
96,50,55,Everton,Sunderland,True
96,52,60,Everton,Sunderland,True
96,53,62,Everton,Sunderland,True
96,63,76,Everton,Sunderland,True
97,19,31,Southampton,Bournemouth,True
97,20,35,Southampton,Bournemouth,True
98,1,2,Tottenham,Aston Villa,True
98,33,45,Tottenham,Aston Villa,True
98,70,79,Aston Villa,Tottenham,False
98,84,93,Tottenham,Aston Villa,True
99,42,70,Norwich City,Swansea,True
100,40,51,Manchester Utd,West Brom,True
100,74,91,Manchester Utd,West Brom,True
101,56,53,Stoke City,Chelsea,True
102,21,26,Newcastle,Bournemouth,False
103,26,30,West Ham,Everton,True
103,39,43,Everton,West Ham,False
104,41,52,Leicester City,Watford,True
104,52,65,Leicester City,Watford,True
104,55,75,Watford,Leicester City,False
105,10,20,Crystal Palace,Liverpool,False
105,29,41,Liverpool,Crystal Palace,True
105,75,81,Crystal Palace,Liverpool,False
106,18,32,Tottenham,Arsenal,False
106,76,76,Arsenal,Tottenham,True
107,43,46,Leicester City,Newcastle,False
107,54,61,Leicester City,Newcastle,False
107,84,83,Leicester City,Newcastle,False
108,8,19,Everton,Aston Villa,True
108,14,29,Everton,Aston Villa,True
108,22,45,Everton,Aston Villa,True
